      1,  0.108530335,  0.108530335
      2,           0.,  0.153485075
      3,           0.,  0.100000001
      4, 0.0707106814, 0.0707106814
      5,  0.545503378,  0.644685805
      6,    0.5971573,    0.5971573
      7,  0.883883476,  0.883883476
      8,  0.807427824,  0.954232872
      9,           0.,  0.844507933
     10, 0.0767425373,  0.132921964
     11, 0.0397248603,  0.148255184
     12, 0.0258819051, 0.0965925828
     13, 0.0500000007, 0.0866025388
     14,  0.563158274,  0.629322231
     15,  0.580380619,  0.613475323
     16,  0.625829935,  0.625829935
     17,  0.654502511,  0.654502511
     18,  0.683175147,  0.683175147
     19,  0.711847782,  0.711847782
     20,  0.740520358,  0.740520358
     21,  0.769192994,  0.769192994
     22,  0.797865629,  0.797865629
     23,  0.826538265,  0.826538265
     24,  0.855210841,  0.855210841
     25,  0.859051466,  0.908036649
     26,  0.833559752,  0.931492448
     27,  0.781235337,  0.923278153
     28,  0.755042911,  0.892323434
     29,  0.728850484,  0.861368716
     30,  0.702657998,  0.830413997
     31,  0.676465571,  0.799459338
     32,  0.650273144,   0.76850462
     33,  0.624080658,  0.737549901
     34,  0.597888231,  0.706595182
     35,  0.571695805,  0.675640464
     36,  0.514734328,  0.669508934
     37,   0.48283726,  0.692864954
     38,   0.44988212,  0.714702547
     39,  0.415941089,  0.734973907
     40,  0.381088525,  0.753634632
     41,   0.34540084,   0.77064383
     42,  0.308956206,  0.785964191
     43,  0.271834522,  0.799562156
     44,   0.23411715,  0.811407924
     45,  0.195886716,  0.821475506
     46,  0.157226995,  0.829742908
     47,  0.118222728,  0.836192012
     48, 0.0789593756,   0.84080857
     49, 0.0395229943,  0.843582571
     50,           0.,  0.803859532
     51,           0.,  0.763211131
     52,           0.,   0.72256273
     53,           0.,   0.68191433
     54,           0.,  0.641265929
     55,           0.,  0.600617528
     56,           0.,  0.559969127
     57,           0.,  0.519320726
     58,           0.,  0.478672296
     59,           0.,  0.438023895
     60,           0.,  0.397375494
     61,           0.,  0.356727093
     62,           0.,  0.316078693
     63,           0.,  0.275430292
     64,           0.,  0.234781876
     65,           0.,  0.194133475
     66,  0.137273088,  0.137273088
     67,  0.166015863,  0.166015863
     68,  0.194758624,  0.194758624
     69,  0.223501384,  0.223501384
     70,  0.252244145,  0.252244145
     71,  0.280986905,  0.280986905
     72,  0.309729666,  0.309729666
     73,  0.338472426,  0.338472426
     74,  0.367215186,  0.367215186
     75,  0.395957947,  0.395957947
     76,  0.424700707,  0.424700707
     77,  0.453443468,  0.453443468
     78,  0.482186228,  0.482186228
     79,  0.510928988,  0.510928988
     80,  0.539671779,  0.539671779
     81,  0.568414509,  0.568414509
     82,  0.590198398,  0.659539223
     83,  0.608247697,  0.642931461
     84,  0.617238522,  0.689756274
     85,  0.636114776,    0.6723876
     86,  0.644278705,  0.719973266
     87,  0.663981915,  0.701843739
     88,  0.671318829,  0.750190318
     89,  0.691848993,  0.731299877
     90,  0.698359013,   0.78040731
     91,  0.719716072,  0.760756016
     92,  0.725399137,  0.810624361
     93,  0.747583151,  0.790212095
     94,   0.75243926,  0.840841353
     95,   0.77545023,  0.819668233
     96,  0.779479444,  0.871058404
     97,  0.803317308,  0.849124372
     98,  0.806519568,  0.901275396
     99,  0.831184387,  0.878580511
    100,  0.479671896,  0.653760135
    101,   0.16918245,  0.791107237
    102,  0.348113805,  0.730400622
    103,  0.414943755,  0.694644272
    104, 0.0933086947,  0.803058565
    105,  0.447475344,  0.674524128
    106,  0.313526005,  0.745832145
    107,  0.242435172,  0.771914482
    108,  0.206013873,  0.782293618
    109, 0.0522973239,  0.806481719
    110,  0.381872565,  0.713205218
    111,  0.131846949,  0.797832787
    112,  0.278256625,  0.759626329
    113,  0.510570347,  0.633864343
    114, 0.0755645111,  0.163667455
    115,  0.103360556,  0.143875778
    116, 0.0378804319,  0.179425731
    117, 0.0351367146,  0.620964885
    118,  0.356710702,  0.406467289
    119,  0.327957988,  0.377731621
    120,  0.270466745,  0.320249856
    121,  0.212981462,   0.26276353
    122,  0.299211204,  0.348991424
    123,   0.18423672,  0.234018192
    124,  0.153470412,  0.206179798
    125,  0.414168119,  0.463947117
    126,  0.442477822,  0.492835999
    127,  0.529087901,  0.579882681
    128, 0.0351935513,  0.498997778
    129, 0.0351961777,  0.295752704
    130, 0.0351985656,  0.458348811
    131, 0.0352004804,  0.336402059
    132, 0.0352015309,  0.417699814
    133, 0.0352019295,  0.377051175
    134, 0.0358516648,  0.256021738
    135, 0.0370824486,  0.216890723
    136,  0.117637128,  0.176772088
    137,   0.38546434,   0.43519789
    138, 0.0345975123,  0.660918117
    139, 0.0348153636,  0.699407041
    140, 0.0351779051,  0.539653003
    141,  0.241723999,  0.291506886
    142,  0.470634043,  0.521018803
    143,  0.562395871,  0.600481868
    144,  0.536586821,  0.615396321
    145,  0.446231127,  0.635689139
    146,  0.249183923,   0.73290211
    147,  0.107311353,  0.766437829
    148,  0.179583117,  0.752877772
    149,  0.381377906,  0.673700392
    150,  0.316606343,   0.70640415
    151,  0.349272251,  0.690674961
    152,  0.283137232,  0.720268309
    153,   0.21457383,  0.743566513
    154,    0.1439403,  0.760237038
    155,  0.413341373,  0.655040205
    156,  0.480172813,  0.618135273
    157, 0.0351525508,  0.580313683
