119, 143,   6,  15
120, 105,  37,  38
121, 103,  38,  39
122, 108,  45, 101
123, 101,  45,  46
124, 106,  41,  42
125, 217, 180, 173
126, 230, 217, 173
127, 110, 103,  39
128, 104,  47,  48
129, 246, 185, 161
130, 105, 100,  37
131, 105,  38, 103
132, 112,  42,  43
133, 140,  57, 128
134, 107,  43,  44
135, 117,  54,  55
136, 108,  44,  45
137, 181, 138, 160
138, 183,  50,  51
139, 161,  52, 139
140, 110,  39,  40
141, 191, 189, 149
142, 111, 101,  46
143, 111,  47, 104
144, 112, 106,  42
145, 112,  43, 107
146, 220, 156, 196
147, 113,   5,  36
148, 135,  65, 116
149, 115, 114,  10
150, 115,  10,   1
151, 136,  66,  67
152, 116,  65,   2
153, 116,  11, 114
154, 186, 147, 185
155, 157,  55,  56
156, 208, 200, 168
157, 118,  74,  75
158, 130, 128,  58
159, 119,  73,  74
160, 133, 132,  60
161, 120,  71,  72
162, 131,  62, 129
163, 121,  69,  70
164, 122,  72,  73
165, 167, 119, 118
166, 171, 162, 134
167, 123,  68,  69
168, 199, 172, 171
169, 124,  67,  68
170, 125,  76,  77
171, 180, 126, 173
172, 142,  78,  79
173, 197, 173, 142
174, 127,  80,  81
175, 143, 127,  81
176, 128,  57,  58
177, 130,  58,  59
178, 129,  62,  63
179, 134,  63,  64
180, 132,  59,  60
181, 163, 130, 132
182, 178, 132, 133
183, 131,  61,  62
184, 132, 130,  59
185, 133,  60,  61
186, 207, 169, 200
187, 202, 164, 201
188, 135,  64,  65
189, 199, 135, 116
190, 199, 116, 114
191, 199, 136, 172
192, 136, 114, 115
193, 136, 115,  66
194, 180, 125, 126
195, 137, 118,  75
196, 182, 104, 109
197, 138,  53,  54
198, 246, 161, 139
199, 139,  52,  53
200, 259, 243, 257
201, 218, 140, 175
202, 141, 121,  70
203, 170, 120, 169
204, 220, 196, 197
205, 142, 126,  78
206, 143,  81,   6
207, 143,  15,  14
208, 144,  14,   5
209, 184, 144, 113
210, 155, 105, 103
211, 149, 103, 110
212, 152, 112, 146
213, 146, 112, 107
214, 154, 111, 147
215, 147, 111, 104
216, 214, 181, 160
217, 148, 108, 101
218, 151, 110, 102
219, 150, 102, 106
220, 152, 150, 106
221, 193, 146, 192
222, 151, 149, 110
223, 151, 102, 150
224, 152, 106, 112
225, 221, 186, 219
226, 153, 146, 107
227, 153, 108, 148
228, 154, 101, 111
229, 221, 219, 214
230, 155, 145, 105
231, 155, 103, 149
232, 156, 113, 100
233, 156, 100, 145
234, 157, 117,  55
235, 157,  56, 140
236, 158,  79,  80
237, 220, 127, 184
238, 159, 137, 125
239, 261, 231, 244
240, 244, 198, 218
241, 198, 117, 157
242, 183, 161, 182
243, 161,  51,  52
244, 213, 171, 172
245, 165, 123, 121
246, 169, 122, 168
247, 168, 119, 167
248, 164, 133, 131
249, 177, 131, 129
250, 209, 166, 165
251, 174, 121, 141
252, 166, 124, 123
253, 166, 123, 165
254, 179, 118, 137
255, 212, 208, 167
256, 200, 169, 168
257, 168, 122, 119
258, 240, 235, 201
259, 169, 120, 122
260, 206, 205, 174
261, 207, 206, 170
262, 213, 172, 166
263, 171, 134, 135
264, 172, 136, 124
265, 172, 124, 166
266, 173, 126, 142
267, 188, 145, 155
268, 174, 165, 121
269, 174, 141, 170
270, 175, 140, 128
271, 176, 128, 130
272, 204, 163, 203
273, 211, 176, 204
274, 177, 164, 131
275, 240, 210, 209
276, 178, 163, 132
277, 178, 133, 164
278, 179, 167, 118
279, 216, 159, 215
280, 217, 215, 180
281, 180, 159, 125
282, 185, 182, 161
283, 181, 139, 138
284, 182, 147, 104
285, 183, 182, 109
286, 183, 109,  50
287, 183,  51, 161
288, 184, 127, 144
289, 184, 113, 156
290, 246, 219, 185
291, 185, 147, 182
292, 187, 154, 186
293, 186, 154, 147
294, 190, 148, 187
295, 187, 148, 154
296, 189, 155, 149
297, 189, 188, 155
298, 191, 149, 151
299, 194, 151, 150
300, 222, 190, 187
301, 192, 153, 190
302, 195, 152, 193
303, 249, 227, 224
304, 270, 254, 266
305, 192, 146, 153
306, 243, 216, 232
307, 193, 152, 146
308, 194, 191, 151
309, 195, 194, 150
310, 195, 150, 152
311, 228, 192, 225
312, 196, 156, 145
313, 196, 145, 188
314, 197, 142, 158
315, 220, 197, 158
316, 198, 160, 117
317, 218, 157, 140
318, 199, 171, 135
319, 199, 114, 136
320, 203, 178, 202
321, 208, 168, 167
322, 201, 164, 177
323, 240, 209, 205
324, 237, 236, 207
325, 202, 178, 164
326, 239, 203, 234
327, 203, 163, 178
328, 238, 237, 200
329, 204, 176, 163
330, 205, 165, 174
331, 206, 174, 170
332, 207, 170, 169
333, 236, 235, 206
334, 256, 236, 237
335, 236, 234, 235
336, 212, 167, 179
337, 243, 212, 216
338, 213, 209, 210
339, 209, 165, 205
340, 210, 177, 162
341, 213, 210, 162
342, 211, 175, 176
343, 267, 239, 256
344, 216, 179, 159
345, 245, 232, 215
346, 213, 166, 209
347, 213, 162, 171
348, 247, 221, 214
349, 231, 160, 198
350, 215, 159, 180
351, 249, 245, 227
352, 224, 191, 194
353, 216, 212, 179
354, 230, 173, 197
355, 223, 188, 189
356, 218, 198, 157
357, 233, 175, 211
358, 219, 186, 185
359, 219, 181, 214
360, 220, 158, 127
361, 220, 184, 156
362, 222, 187, 221
363, 221, 187, 186
364, 247, 214, 231
365, 225, 190, 222
366, 227, 189, 191
367, 245, 217, 230
368, 226, 194, 195
369, 226, 224, 194
370, 259, 258, 242
371, 225, 192, 190
372, 229, 195, 193
373, 272, 270, 271
374, 227, 223, 189
375, 227, 191, 224
376, 228, 193, 192
377, 260, 233, 254
378, 229, 226, 195
379, 229, 193, 228
380, 230, 196, 188
381, 230, 188, 223
382, 231, 214, 160
383, 268, 261, 260
384, 232, 216, 215
385, 262, 245, 249
386, 254, 211, 241
387, 261, 247, 231
388, 234, 203, 202
389, 235, 234, 202
390, 235, 202, 201
391, 235, 205, 206
392, 236, 206, 207
393, 237, 207, 200
394, 238, 200, 208
395, 255, 237, 238
396, 242, 208, 212
397, 241, 204, 239
398, 239, 204, 203
399, 256, 239, 234
400, 240, 201, 210
401, 240, 205, 235
402, 258, 255, 238
403, 241, 211, 204
404, 242, 238, 208
405, 243, 242, 212
406, 262, 257, 232
407, 253, 229, 251
408, 244, 231, 198
409, 244, 218, 233
410, 245, 215, 217
411, 245, 223, 227
412, 246, 139, 181
413, 246, 181, 219
414, 248, 222, 247
415, 247, 222, 221
416, 250, 225, 248
417, 248, 225, 222
418, 252, 224, 226
419, 264, 253, 251
420, 251, 228, 250
421, 250, 228, 225
422, 265, 262, 252
423, 251, 229, 228
424, 252, 249, 224
425, 253, 252, 226
426, 253, 226, 229
427, 268, 264, 263
428, 254, 233, 211
429, 266, 255, 258
430, 267, 256, 255
431, 258, 238, 242
432, 256, 234, 236
433, 256, 237, 255
434, 257, 243, 232
435, 265, 253, 264
436, 259, 242, 243
437, 271, 258, 259
438, 269, 265, 264
439, 272, 271, 269
440, 263, 248, 261
441, 260, 244, 233
442, 261, 248, 247
443, 261, 244, 260
444, 262, 232, 245
445, 262, 249, 252
446, 263, 251, 250
447, 263, 250, 248
448, 269, 257, 265
449, 264, 251, 263
450, 265, 257, 262
451, 265, 252, 253
452, 266, 254, 241
453, 267, 266, 241
454, 267, 241, 239
455, 267, 255, 266
456, 268, 263, 261
457, 270, 260, 254
458, 272, 264, 268
459, 269, 259, 257
460, 270, 268, 260
461, 271, 270, 266
462, 271, 266, 258
463, 271, 259, 269
464, 272, 269, 264
465, 272, 268, 270
